ID,satisfaction_level,last_evaluation_rating,projects_worked_on,average_monthly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary,Attrition
9569,6.3,4.8,5,189,3,0,0,marketing,low,0
9570,1.9,8,7,167,6,1,0,sales,low,0
9571,4,6.2,5,137,5,0,0,accounting,low,0
9572,5.7,8.5,5,260,3,1,1,marketing,low,0
9573,8.1,6.1,3,186,5,0,1,marketing,low,0
9574,8,7,5,256,3,0,1,marketing,low,0
9575,4.9,6.6,4,165,3,0,1,sales,low,0
9576,5.5,6.4,4,188,2,0,1,sales,low,0
9577,6.8,4,4,223,5,1,1,sales,low,0
9578,5.9,6.2,4,176,2,0,0,sales,low,0
9579,9.1,8,6,179,4,0,0,sales,low,0
9580,4.8,9,5,218,3,0,0,sales,low,0
9581,8.4,6.6,4,219,2,0,0,sales,low,0
9582,7.3,5.4,5,177,3,0,0,IT,medium,0
9583,7.7,6.5,4,166,4,0,0,product_mng,medium,0
9584,6.7,6.5,4,275,3,0,0,product_mng,medium,0
9585,5,5.3,4,152,3,1,0,product_mng,medium,0
9586,5.7,7.8,4,144,3,0,0,RandD,medium,0
9587,6.1,6,4,265,2,0,0,RandD,medium,0
9588,8.3,7.3,5,167,2,0,0,RandD,medium,0
9589,8.7,9.7,6,161,3,0,0,RandD,medium,0
9590,7,6.3,4,167,2,0,0,RandD,medium,0
9591,7,5.3,4,225,7,1,0,technical,medium,0
9592,5.9,9.4,6,167,7,1,0,management,medium,0
9593,6.1,8.8,6,156,7,1,0,marketing,low,0
9594,7.7,4.9,3,296,7,0,0,marketing,low,0
9595,5.1,6.4,4,213,3,0,0,sales,low,0
9596,4.9,4.9,4,178,7,0,0,sales,low,0
9597,7.7,7.5,4,180,7,0,0,sales,low,0
9598,5.4,7.6,4,193,3,0,0,sales,low,0
9599,5.6,6.6,5,274,3,0,0,sales,low,0
9600,8.2,7.9,4,186,3,0,0,technical,low,0
9601,6,5.2,4,193,2,0,0,support,low,0
9602,6.5,8.9,5,214,8,1,0,support,low,0
9603,6.9,7.8,6,141,8,0,0,support,low,0
9604,5.5,5.2,5,178,8,0,0,support,low,0
9605,7.5,8.7,5,156,8,1,0,support,low,0
9606,9.8,4.9,4,209,10,0,0,technical,medium,0
9607,3.9,5.2,3,112,8,0,0,technical,medium,0
9608,4.9,5.4,5,225,4,0,0,IT,medium,0
9609,6.3,9.3,5,243,3,0,0,IT,medium,0
9610,5,9.2,5,276,7,0,0,product_mng,medium,0
9611,4.5,4.2,5,166,7,0,0,product_mng,high,0
9612,8.1,4.7,5,163,7,0,0,product_mng,low,0
9613,8.3,6.7,4,185,3,0,0,product_mng,medium,0
9614,4.7,7.6,7,184,10,0,0,IT,medium,0
9615,2.5,8.9,5,164,10,0,0,management,high,0
9616,6,6.5,3,235,10,0,0,management,high,0
9617,6.7,7.2,3,144,10,0,0,management,high,0
9618,8.9,7.7,4,154,3,0,0,management,high,0
9619,6,9.1,6,221,3,0,0,sales,low,0
9620,6.4,7.9,5,149,3,0,0,sales,low,0
9621,5.7,6.6,4,278,3,0,0,sales,low,0
9622,5.6,9.8,6,181,3,1,0,sales,low,0
9623,1.7,6.6,7,234,3,0,0,sales,medium,0
9624,7.4,4.9,5,243,3,0,0,sales,medium,0
9625,4.4,4.1,4,135,7,0,0,sales,medium,0
9626,8.6,5.7,4,172,7,0,0,sales,medium,0
9627,9.6,4.8,5,208,7,0,0,sales,medium,0
9628,8.7,8.2,5,208,7,0,0,sales,medium,0
9629,2.4,5.6,5,291,7,0,0,sales,medium,0
9630,6.5,9.4,5,194,7,0,0,sales,medium,0
9631,7.3,9.2,7,199,3,1,0,sales,medium,0
9632,5.2,8.3,6,155,3,0,0,sales,medium,0
9633,9.6,5.5,4,174,3,0,0,sales,medium,0
9634,9.8,4.4,5,164,6,1,0,sales,medium,0
9635,7.4,7.8,5,204,8,0,0,sales,medium,0
9636,2,6,6,271,8,0,0,sales,medium,0
9637,7.3,5.6,4,255,8,0,0,sales,medium,0
9638,6.6,5,4,149,10,1,0,sales,low,0
9639,9.6,9.7,7,147,10,0,0,sales,low,0
9640,5.7,5.5,5,187,8,0,0,sales,low,0
9641,6.1,8.2,5,194,8,0,0,IT,low,0
9642,5.7,6.9,4,222,8,0,0,product_mng,low,0
9643,5.9,4.7,4,169,4,0,0,product_mng,low,0
9644,9.2,6.8,5,188,3,0,0,product_mng,low,0
9645,2.4,8.1,7,273,7,0,0,management,high,0
9646,4.9,5.2,5,171,7,0,0,management,high,0
9647,4.9,6.8,4,202,7,0,0,management,high,0
9648,5.5,7.8,5,271,3,0,0,management,high,0
9649,7.6,5.6,6,232,10,0,0,management,high,0
9650,5.3,9.9,4,233,10,0,0,marketing,low,0
9651,5.7,9.3,3,214,10,0,0,accounting,low,0
9652,6,9.8,5,156,10,0,0,technical,low,0
9653,9.1,7.5,3,157,3,0,0,marketing,low,0
9654,1.8,4.9,4,250,2,1,0,marketing,low,0
9655,6.6,9,5,187,7,0,0,sales,low,0
9656,7.8,8,4,145,7,0,0,sales,medium,0
9657,8.2,6.5,6,188,7,1,0,sales,medium,0
9658,5.4,6.4,4,200,7,0,0,sales,medium,0
9659,9.5,8.4,4,250,7,0,0,sales,medium,0
9660,6.5,8.5,5,182,3,0,0,sales,medium,0
9661,8.3,5.5,4,281,7,0,0,sales,medium,0
9662,1.5,6,6,198,7,0,0,sales,medium,0
9663,5.9,5.9,5,207,7,0,0,IT,medium,0
9664,9.9,9.4,6,161,3,0,0,product_mng,medium,0
9665,6.4,6.7,3,233,3,0,0,product_mng,medium,0
9666,5.3,6.6,4,201,3,0,0,IT,high,0
9667,5.9,5,3,172,2,0,0,management,high,0
9668,6.9,8.6,6,205,6,0,0,management,high,0
9669,5,4.9,5,232,3,0,0,management,high,0
9670,8.9,9.6,4,189,8,0,0,management,high,0
9671,5.6,3.9,4,116,8,0,0,management,high,0
9672,7.7,6.8,4,224,8,1,0,management,high,0
9673,1.5,7.5,4,269,8,1,0,marketing,high,0
9674,8.8,5.8,4,155,8,0,0,sales,low,0
9675,8.9,8.6,5,163,3,0,0,accounting,low,0
9676,5.8,9.9,4,217,10,0,0,technical,low,0
9677,6.2,4,4,168,8,1,0,marketing,low,0
9678,4.9,9.4,5,185,3,0,0,sales,medium,0
9679,5.7,9.1,5,234,10,0,0,sales,medium,0
9680,6.3,6.5,4,200,10,0,0,sales,medium,0
9681,7,6.8,6,235,7,0,0,sales,medium,0
9682,6.6,9.5,6,202,7,0,0,sales,medium,0
9683,7.7,4.8,6,272,7,0,0,IT,medium,0
9684,6.8,9.7,4,260,3,1,0,product_mng,medium,0
9685,3.4,4.6,4,165,10,0,0,product_mng,medium,0
9686,5.7,7.5,5,259,10,0,0,product_mng,medium,0
9687,6.8,6.7,5,172,10,0,0,management,high,0
9688,4.9,7.8,5,264,10,0,0,management,high,0
9689,7.7,7.3,4,211,10,0,0,management,high,0
9690,5.9,7.3,5,257,10,0,0,management,high,0
9691,4.1,6.7,7,231,10,0,0,marketing,medium,0
9692,9.4,6.4,6,257,10,0,0,sales,medium,0
9693,7,8.4,4,270,4,1,0,support,medium,0
9694,2.2,7,5,169,5,0,0,management,low,0
9695,6.9,6.5,4,163,2,0,0,marketing,medium,0
9696,2,6.8,6,177,7,0,0,marketing,medium,0
9697,9,8.5,4,168,7,0,0,marketing,medium,0
9698,7.6,8.5,4,190,7,0,0,sales,medium,0
9699,3.1,6.3,5,114,7,1,0,sales,medium,0
9700,1.7,6.6,7,184,3,0,0,sales,medium,0
9701,9.7,3.8,6,221,7,1,0,sales,medium,0
9702,6.1,7.7,6,242,7,0,0,sales,medium,0
9703,7.4,6.7,6,226,3,0,0,sales,low,0
9704,6.5,8.2,6,275,3,0,0,IT,low,0
9705,7.8,6.9,5,212,3,0,0,product_mng,low,0
9706,6.6,7.8,5,171,6,0,0,IT,low,0
9707,1.5,8.1,6,290,3,1,0,RandD,high,0
9708,5.2,6.9,6,218,8,1,0,RandD,low,0
9709,7,7,4,172,8,0,0,RandD,high,0
9710,8.9,5.9,4,275,8,0,0,RandD,low,0
9711,9.6,8.5,5,183,3,0,0,marketing,high,0
9712,9.8,9.9,5,271,10,1,0,sales,low,0
9713,6.2,8.2,4,214,10,0,0,accounting,medium,0
9714,5,9.1,5,154,8,0,0,management,medium,0
9715,9.3,6,4,198,3,0,0,marketing,high,0
9716,9.5,7.7,6,209,10,1,0,sales,medium,0
9717,9.2,6.8,5,148,7,0,0,sales,medium,0
9718,6.4,4.8,4,157,7,0,0,sales,high,0
9719,2.7,4.2,7,183,7,0,0,sales,medium,0
9720,6.6,8.7,4,233,7,0,0,sales,high,0
9721,5.9,6.9,4,210,3,0,0,sales,low,0
9722,9.3,9.8,5,199,10,0,0,sales,medium,0
9723,5.8,6.7,6,143,10,0,0,technical,medium,0
9724,4.1,3.8,5,152,10,1,0,support,low,0
9725,3.6,4.1,4,177,10,0,0,support,low,0
9726,7.1,7.8,5,237,2,0,0,support,low,0
9727,9.4,9,5,154,4,0,0,support,low,0
9728,5.1,7.6,5,150,3,0,0,support,low,0
9729,8.3,4.8,5,230,3,1,0,support,low,0
9730,6.6,8.9,5,183,4,0,0,support,low,0
9731,1.4,5.8,4,189,5,0,0,support,low,0
9732,1.6,9.6,6,147,5,1,0,technical,low,0
9733,7,5.8,6,178,3,0,0,management,low,0
9734,6.2,7.3,4,255,4,0,0,IT,low,0
9735,5,8.3,6,268,2,0,0,IT,low,0
9736,7,8.8,4,169,2,0,0,IT,high,0
9737,5.3,7.3,4,173,3,1,0,IT,low,0
9738,8.7,9,4,184,2,0,0,IT,low,0
9739,5.9,6,4,224,2,1,0,product_mng,low,0
9740,4.2,4.4,4,193,2,0,0,product_mng,medium,0
9741,4.3,6.6,5,145,2,0,0,IT,high,0
9742,4.3,7.6,7,164,2,0,0,management,high,0
9743,7.7,8.6,6,248,3,0,0,management,high,0
9744,7.6,9.8,3,245,3,0,0,management,high,0
9745,6.3,9.8,5,197,3,0,0,management,high,0
9746,5.1,7.5,4,143,3,0,0,sales,medium,0
9747,2.3,7,4,133,5,0,0,sales,medium,0
9748,7.7,5.8,5,212,3,0,0,sales,medium,0
9749,5.4,6.3,5,150,3,0,0,sales,medium,0
9750,6.3,8.5,5,192,3,1,0,sales,high,0
9751,5.5,4.5,4,189,2,1,0,sales,low,0
9752,3.1,6.3,4,160,3,1,0,sales,medium,0
9753,9.8,7.4,5,161,3,0,0,sales,medium,0
9754,1.6,9.5,7,127,7,0,0,sales,medium,0
9755,5.4,7.8,4,166,7,0,0,sales,medium,0
9756,1.6,6.3,7,296,7,0,1,sales,medium,0
9757,5.7,8.2,6,243,7,0,1,sales,medium,0
9758,8.8,8.8,5,232,3,1,1,sales,medium,0
9759,9.5,8.1,5,268,7,0,1,sales,medium,0
9760,7.7,8.2,5,144,3,0,1,sales,low,0
9761,2.4,9.4,7,151,3,1,0,sales,low,0
9762,7.4,7.4,6,170,3,1,0,sales,high,0
9763,8.9,7.7,6,242,3,0,0,sales,low,0
9764,2.3,7.7,6,282,2,0,0,sales,low,0
9765,6.9,6.6,4,225,6,0,0,sales,high,0
9766,9,5.8,4,254,8,0,0,sales,low,0
9767,9.2,6.3,6,234,8,1,0,sales,low,0
9768,9.2,6.1,5,153,8,0,0,sales,low,0
9769,4.8,8.9,5,155,3,0,0,sales,low,0
9770,2.7,7.6,5,118,10,0,0,sales,medium,0
9771,4.8,7,4,223,10,0,0,sales,medium,0
9772,9.9,6,5,219,8,1,0,IT,medium,0
9773,4.9,8.8,5,250,8,0,0,product_mng,medium,0
9774,3.9,4.5,4,110,8,1,0,product_mng,medium,0
9775,9.9,9.2,5,275,4,1,0,product_mng,medium,0
9776,7.8,5.7,4,219,3,0,0,product_mng,medium,0
9777,5,7.3,4,164,10,0,0,IT,medium,0
9778,8.8,6,5,218,7,0,1,management,high,0
9779,4.4,4.4,3,151,7,1,1,management,high,0
9780,7.3,7.8,4,272,7,1,1,management,high,0
9781,5.8,8.4,5,216,7,0,1,management,high,0
9782,7.4,9.8,4,176,3,1,1,management,high,0
9783,8.8,8.3,5,283,10,0,0,sales,medium,0
9784,8.1,9,5,280,10,0,0,accounting,medium,0
9785,7.9,6.5,4,245,10,0,0,technical,low,0
9786,9.2,6.4,5,200,10,1,0,management,low,0
9787,7.6,8.5,4,202,3,0,0,marketing,low,0
9788,9.1,6.5,6,224,3,1,0,marketing,low,0
9789,8,8.4,5,252,2,1,0,marketing,low,0
9790,7.3,7.2,5,243,2,0,0,sales,low,0
9791,8.8,5.3,4,228,4,0,0,sales,low,0
9792,6.5,4,6,135,4,0,0,sales,low,0
9793,8.4,5,5,188,2,0,0,sales,low,0
9794,9.3,5,6,282,3,0,0,sales,low,0
9795,6.6,7.2,5,281,3,0,0,sales,low,0
9796,7.6,5.6,4,189,3,1,0,sales,low,0
9797,4.8,8,5,206,5,0,0,product_mng,low,0
9798,8.2,6.7,5,166,3,0,0,product_mng,low,0
9799,7.2,8.8,4,199,3,1,0,management,high,0
9800,8.1,8,6,142,2,1,0,management,high,0
9801,5.8,9,4,219,2,0,0,management,high,0
9802,8.2,5.6,3,237,5,1,0,management,high,0
9803,7.2,9.9,5,249,3,0,0,marketing,medium,0
9804,9,5.4,5,182,4,0,0,sales,medium,0
9805,9.8,9.1,4,198,4,0,0,accounting,medium,0
9806,7.7,8.2,4,163,3,1,0,technical,medium,0
9807,6.1,8.9,5,252,2,0,0,management,medium,0
9808,9.9,9.7,5,221,2,0,1,marketing,low,0
9809,6.1,4.2,4,155,4,0,1,sales,medium,0
9810,7.2,7.1,5,266,3,0,1,sales,medium,0
9811,6.7,9.1,3,255,2,1,1,sales,medium,0
9812,9,5.6,4,161,3,0,0,sales,medium,0
9813,9,7.3,5,255,2,0,0,sales,low,0
9814,6.3,6.1,5,181,3,0,0,sales,low,0
9815,6.5,9.5,3,190,2,0,0,product_mng,low,0
9816,9.3,5.1,5,120,3,0,0,product_mng,low,0
9817,8.3,6,5,171,2,0,0,management,high,0
9818,8.2,4.9,6,220,3,0,0,management,high,0
9819,3.9,9.1,3,222,2,0,0,management,high,0
9820,5.3,4.7,7,116,6,0,0,management,high,0
9821,8,6,6,227,3,0,0,management,high,0
9822,6.8,7.9,5,194,3,0,0,marketing,low,0
9823,6.6,6,4,220,2,0,0,sales,low,0
9824,6.1,6.1,5,256,2,0,0,accounting,low,0
9825,6.1,8.3,5,255,3,1,1,technical,low,0
9826,5.7,9.9,4,232,3,1,1,management,low,0
9827,6.8,5.4,5,156,4,0,1,marketing,medium,0
9828,7.5,7.9,5,273,3,0,1,marketing,medium,0
9829,8.1,8.1,6,260,4,0,1,sales,medium,0
9830,5.3,6.8,5,183,3,0,0,sales,medium,0
9831,6.4,6.7,5,262,3,1,0,sales,medium,0
9832,8.1,8.1,5,222,2,1,0,sales,medium,0
9833,7.1,6.6,6,197,2,0,0,sales,medium,0
9834,7,8.3,6,251,2,0,0,sales,medium,0
9835,1.6,9.3,7,228,6,1,0,product_mng,high,0
9836,1.7,5.5,5,204,3,0,0,product_mng,low,0
9837,4.3,8.8,3,159,4,0,0,product_mng,medium,0
9838,4.9,6.2,5,171,2,0,0,IT,medium,0
9839,5,9,6,236,2,0,0,management,high,0
9840,5.7,5.9,3,121,2,0,0,management,high,0
9841,6.8,7.5,5,268,3,0,0,management,high,0
9842,6.2,6.1,4,276,2,0,0,management,high,0
9843,6.9,7.5,4,263,3,0,0,management,high,0
9844,6.3,7,6,170,3,0,0,management,high,0
9845,7.6,6.2,6,240,3,1,0,marketing,low,0
9846,6.2,7.6,6,208,3,0,0,sales,low,0
9847,8.2,6.9,4,260,3,0,0,accounting,low,0
9848,2,7,5,235,5,0,0,support,low,0
9849,1.6,7,4,188,3,1,0,technical,low,0
9850,2,7.8,5,206,3,0,0,management,low,0
9851,5.3,5.1,5,250,2,0,0,marketing,low,0
9852,7.1,6.3,4,214,3,0,0,marketing,low,0
9853,7,9.3,4,260,3,0,0,marketing,low,0
9854,9.2,9.4,3,234,2,0,0,sales,low,0
9855,7.9,6.2,6,177,3,0,0,sales,low,0
9856,5.3,6.4,4,178,3,0,0,sales,low,0
9857,5.1,5.6,5,178,2,0,0,sales,low,0
9858,5.9,5.4,5,186,2,0,0,technical,medium,0
9859,7.7,5.5,4,227,3,0,0,support,medium,0
9860,7.4,8.7,6,234,2,0,0,support,medium,0
9861,5.6,5.9,4,233,3,0,0,support,medium,0
9862,8.4,4.4,6,141,5,1,0,support,medium,0
9863,8.6,7.1,6,283,3,0,0,support,medium,0
9864,7.7,6.8,4,108,3,0,0,support,medium,0
9865,9.7,9.4,5,263,3,0,0,support,medium,0
9866,6.9,8.7,6,184,3,0,0,support,medium,0
9867,4.2,4.7,7,184,5,0,0,technical,low,0
9868,4,4.7,6,183,5,0,0,technical,medium,0
9869,7.8,8,4,266,2,0,0,IT,medium,0
9870,6,4.5,4,114,4,0,0,IT,low,0
9871,9.6,5.9,4,251,3,0,0,product_mng,low,0
9872,7,5.4,4,204,2,1,0,IT,low,0
9873,3.9,7.5,7,195,3,0,1,management,high,0
9874,4.9,4,3,158,2,1,1,management,high,0
9875,7.8,6.2,5,160,3,0,1,management,high,0
9876,7.4,7.9,6,131,5,0,1,management,high,0
9877,8.2,7.6,5,276,3,0,1,management,high,0
9878,6,4.2,3,119,6,0,0,sales,low,0
9879,7.2,9.9,4,153,4,0,0,sales,low,0
9880,7.3,9.7,4,184,3,0,0,sales,low,0
9881,8.9,5.5,5,169,2,0,0,sales,medium,0
9882,8.3,5.7,3,232,2,0,0,sales,medium,0
9883,2.4,8.8,6,209,5,1,0,sales,medium,0
9884,9.3,8.9,4,265,7,1,0,sales,medium,0
9885,9.6,6.2,5,263,7,0,0,sales,medium,0
9886,2.1,8.5,7,295,7,0,0,sales,medium,0
9887,6.9,5.4,4,174,7,0,0,sales,medium,0
9888,6.7,3.9,3,217,7,0,0,sales,medium,0
9889,8.5,5.8,5,196,7,0,0,sales,medium,0
9890,3.7,9.2,5,221,7,0,0,sales,high,0
9891,7.4,7,5,283,3,0,0,sales,medium,0
9892,9.4,9.9,3,167,3,0,0,sales,medium,0
9893,3.7,7.2,4,193,2,0,0,sales,low,0
9894,9.2,8.5,4,161,6,1,0,sales,low,0
9895,8.6,7.2,4,227,3,0,0,sales,low,0
9896,6.6,4.9,6,245,8,1,0,sales,low,0
9897,6.5,6.1,6,177,8,0,0,sales,low,0
9898,9.2,4.4,4,270,8,0,0,sales,low,0
9899,8.3,8,4,250,8,0,0,sales,low,0
9900,9.4,8.2,5,197,3,0,0,sales,low,0
9901,4.2,6.9,4,136,2,0,0,sales,low,0
9902,5.8,7.6,5,207,5,0,0,sales,low,0
9903,5,6.4,3,180,8,0,0,sales,low,0
9904,9.7,9.2,7,147,8,1,0,product_mng,low,0
9905,8,9.3,4,235,4,0,0,product_mng,low,0
9906,8.8,5.1,6,205,4,0,0,IT,low,0
9907,5,8.6,4,190,7,0,1,management,high,0
9908,5.3,8,3,235,7,1,1,management,high,0
9909,8.2,7.4,4,239,7,0,1,management,high,0
9910,1.5,7.4,7,154,7,0,1,management,high,0
9911,9.2,7,4,139,3,0,1,management,high,0
9912,5.3,7.4,4,182,10,0,1,management,high,0
9913,8.8,7.4,4,283,10,0,0,sales,medium,0
9914,8.5,7.2,4,255,10,0,0,accounting,medium,0
9915,9.9,6.8,6,274,10,1,0,support,medium,0
9916,9.4,7.3,4,278,10,0,0,technical,medium,0
9917,6.3,9.4,4,182,3,0,0,management,medium,0
9918,8.5,9,4,255,3,0,0,marketing,medium,0
9919,4.9,8.8,5,254,3,0,0,sales,low,0
9920,7.1,6.9,5,232,4,0,0,sales,medium,0
9921,8.2,7.9,4,170,3,0,0,sales,medium,0
9922,8.3,7.6,3,265,7,0,0,sales,low,0
9923,8.5,8.7,5,162,7,0,0,sales,low,0
9924,5.7,6.4,5,236,7,0,0,sales,low,0
9925,1.6,6.3,6,276,7,0,0,IT,low,0
9926,8.2,6.7,4,208,3,1,0,product_mng,low,0
9927,9,8.9,5,264,7,0,0,product_mng,low,0
9928,9.2,6.4,3,114,7,0,0,product_mng,low,0
9929,9,4.8,5,146,7,0,0,IT,low,0
9930,8.2,8,6,215,3,0,0,IT,low,0
9931,8.2,8.2,4,158,3,0,0,IT,low,0
9932,8,8,5,156,3,1,0,IT,low,0
9933,5.5,8.1,4,249,8,0,0,accounting,high,0
9934,4.9,7.1,5,188,8,0,0,IT,medium,0
9935,8.2,5.8,6,273,8,0,0,IT,medium,0
9936,5.9,7.7,4,282,8,0,0,management,high,0
9937,9,8.2,4,143,8,0,0,marketing,medium,0
9938,6.2,7.2,4,159,3,1,0,marketing,medium,0
9939,6.1,6.8,4,203,2,0,0,marketing,medium,0
9940,7.9,8.7,5,233,5,0,0,sales,medium,0
9941,4.9,8.9,5,211,8,0,0,sales,medium,0
9942,7.3,6.7,3,149,8,0,0,sales,medium,0
9943,5.2,6.1,5,197,4,1,0,sales,medium,0
9944,7.2,6.4,5,202,3,0,0,sales,medium,0
9945,4.8,5,6,152,4,0,0,IT,medium,0
9946,1.9,7.9,5,239,4,0,0,product_mng,medium,0
9947,4.9,4.9,4,114,7,0,0,product_mng,high,0
9948,4.9,4.9,5,222,7,0,0,product_mng,medium,0
9949,6,5.3,3,245,7,0,0,IT,medium,0
9950,6.2,8.5,4,247,3,1,0,IT,medium,0
9951,6.4,5,5,263,10,0,1,management,high,0
9952,9,5.5,4,269,10,1,1,management,high,0
9953,7.4,9.5,6,276,10,0,1,management,high,0
9954,8.5,5.4,4,195,10,0,1,management,high,0
9955,3.3,6.5,4,182,10,0,1,marketing,high,0
9956,5,7.3,5,190,3,0,0,IT,low,0
9957,8,8.6,6,272,6,0,0,sales,medium,1
9958,1.1,8.8,8,282,4,0,0,sales,medium,1
9959,8.9,10,6,234,5,0,0,sales,low,1
9960,4.5,5.4,3,145,3,0,0,sales,low,1
9961,1.1,8.1,7,315,4,0,0,sales,low,1
9962,4.1,5.5,3,158,3,0,0,sales,low,1
9963,7.8,9.9,5,265,6,0,0,sales,low,1
9964,7.6,8.9,6,272,5,0,0,sales,low,1
9965,1.1,8.3,7,292,4,0,0,sales,low,1
9966,3.8,5.5,3,157,3,0,0,sales,low,1
9967,4.6,5.7,3,149,3,0,0,sales,low,1
9968,8.9,9.2,6,252,5,0,0,sales,low,1
9969,4,4.9,3,145,3,0,0,sales,low,1
9970,3.8,5,3,142,3,0,0,accounting,low,1
9971,0.9,6.2,7,304,4,0,0,accounting,low,1
9972,4.5,5.7,3,144,3,0,0,hr,low,1
9973,1,9.4,7,265,4,0,0,technical,low,1
9974,4.5,5,3,136,3,0,0,technical,low,1
9975,1.1,8.9,7,316,4,0,0,technical,low,1
9976,4.1,5.4,3,162,3,0,0,technical,low,1
9977,8.7,8.8,6,279,5,0,0,technical,low,1
9978,4.5,4.8,3,168,3,0,0,technical,low,1
9979,1,8,8,291,4,0,0,technical,low,1
9980,0.9,8.9,7,286,4,0,0,technical,low,1
9981,8.4,7.4,4,192,4,0,0,technical,low,1
9982,5.7,7,4,283,6,0,0,support,low,1
9983,4.3,4.7,3,157,3,0,0,support,low,1
9984,1.3,7.8,7,162,2,0,0,support,low,1
9985,4.4,5.5,3,145,3,0,0,support,low,1
9986,3.8,5.5,3,144,3,0,0,support,low,1
9987,3.7,4.6,3,150,3,0,0,support,low,1
9988,1.1,9.4,8,265,4,0,0,support,low,1
9989,1,8.1,7,319,4,0,0,technical,low,1
9990,3.8,5.4,3,138,3,0,0,technical,low,1
9991,8.5,9.1,6,236,5,0,0,management,medium,1
9992,1,9.5,7,254,5,0,0,IT,medium,1
9993,1.1,9.4,7,296,4,0,0,IT,medium,1
9994,8.1,7,7,171,4,0,0,IT,medium,1
9995,9,9.8,5,274,6,0,0,product_mng,medium,1
9996,7.6,8.6,6,233,5,1,0,product_mng,medium,1
9997,7.4,9.9,3,287,3,0,0,IT,medium,1
9998,0.9,8.7,8,305,4,0,0,product_mng,low,1
9999,1.1,9.7,7,287,4,0,0,product_mng,medium,1
10000,1.1,7.9,8,316,4,0,0,product_mng,medium,1
10001,1,8.3,7,305,4,0,0,product_mng,medium,1
10002,4,5.4,3,147,3,0,0,marketing,medium,1
10003,4.3,5.6,3,167,3,0,0,sales,low,1
10004,1.1,7.7,7,301,4,0,0,marketing,low,1
10005,1.1,8.7,7,315,4,0,0,marketing,low,1
10006,1.7,8.4,6,242,3,0,0,sales,low,1
10007,4.4,4.5,3,142,3,0,0,sales,low,1
10008,3.7,5.7,3,140,3,0,0,sales,low,1
10009,1,7.9,7,301,4,0,0,sales,low,1
10010,4.2,4.8,3,153,3,0,0,sales,low,1
10011,4.6,5.5,3,139,3,0,0,sales,low,1
10012,0.9,8.3,7,265,4,0,0,sales,low,1
10013,3.7,5.1,3,165,3,0,0,sales,low,1
10014,1.1,9.7,7,294,4,0,0,sales,low,1
10015,3.8,5.2,3,164,3,0,0,sales,medium,1
10016,3.6,5.2,3,157,3,0,0,sales,medium,1
10017,4.2,4.6,3,160,3,0,0,sales,medium,1
10018,0.9,9.4,8,277,4,0,0,sales,medium,1
10019,9.1,10,5,267,5,0,0,accounting,medium,1
10020,4.4,5,3,158,3,0,0,accounting,medium,1
10021,7.1,8.7,4,187,4,0,0,hr,medium,1
10022,4,4.9,3,165,3,0,0,hr,medium,1
10023,4.3,4.7,3,154,3,0,0,hr,medium,1
10024,0.9,8.5,7,299,4,0,0,hr,high,1
10025,8.4,10,6,244,5,0,0,technical,medium,1
10026,3.7,4.8,3,147,3,0,0,technical,medium,1
10027,8.6,6.8,6,273,2,0,0,technical,medium,1
10028,1.1,8.4,7,261,4,0,0,technical,low,1
10029,4,4.6,3,142,3,0,0,technical,low,1
10030,1.4,6.2,5,168,4,1,0,technical,low,1
10031,4,4.6,3,145,3,0,0,technical,low,1
10032,1.1,8.4,7,310,5,1,0,support,low,1
10033,4.6,4.9,3,148,3,0,0,support,low,1
10034,1.1,9.2,7,270,4,0,0,support,low,1
10035,3.8,4.9,3,142,3,0,0,support,low,1
10036,7,8.9,4,193,5,0,0,support,low,1
10037,0.9,8.2,7,260,4,0,0,support,low,1
10038,3.7,4.5,3,161,3,0,0,support,low,1
10039,1,8.3,7,302,4,0,0,support,low,1
10040,4.4,5.1,3,148,3,0,0,support,low,1
10041,3.6,5,3,142,3,0,0,technical,low,1
10042,4.2,4.8,3,139,3,0,0,management,low,1
10043,7.4,10,5,259,5,0,0,IT,low,1
10044,7.3,8.7,6,267,5,0,0,IT,low,1
10045,0.9,9.6,7,255,4,0,0,IT,low,1
10046,4.5,5.3,3,165,3,0,0,IT,low,1
10047,1.1,8,7,266,4,0,0,IT,low,1
10048,8.4,9.9,5,277,5,0,0,product_mng,low,1
10049,4.1,4.6,3,161,3,0,0,product_mng,low,1
10050,7.6,9.2,5,249,5,0,0,product_mng,low,1
10051,1.1,8.7,7,316,4,0,0,IT,low,1
10052,8.4,8.8,5,273,5,1,0,marketing,low,1
10053,3.9,5,3,157,3,0,0,marketing,low,1
10054,4.5,5.6,3,164,3,0,0,marketing,low,1
10055,3.7,5.2,3,153,3,0,0,marketing,low,1
10056,4,5.2,3,165,3,0,0,marketing,low,1
10057,3.9,4.8,3,170,3,0,0,sales,low,1
10058,1.1,8,7,314,4,0,0,accounting,low,1
10059,1.1,9.2,7,315,4,0,0,technical,low,1
10060,4.5,4.5,3,142,3,0,0,marketing,low,1
10061,9,9.8,6,253,6,0,0,marketing,low,1
10062,7.9,8.9,6,249,5,0,0,sales,low,1
10063,9,9.9,6,270,5,0,0,sales,low,1
10064,4.3,5.5,3,139,3,0,0,sales,low,1
10065,3.2,5,3,145,5,0,0,sales,low,1
10066,4.5,5.7,3,168,3,0,0,sales,low,1
